industry_desc,ind_code,year,emp_code,est_number,total_employment,paid_employees,total_income,total_exp,compensation,other_exp,value_of_output,intermediate_exp,value_added,tf_assets,change_inv,subsidy,commerce_transaction
Manufacture of printing-trade machinery and equipment,15347,2016,A,6,5083,5083,12580065.00,12348961.00,1052680.00,11296280.00,12585310.00,10107969.00,2090130.00,519330.00,66168.00,0.00,0.00
Manufacture of cigarettes,1574,2016,A,7,7200,7200,145000760.00,140020788.00,6165434.00,133855354.00,142611680.00,25178253.00,110493831.00,2482672.00,-3459361.00,0.00,704.00
"Manufacture of laminboard, particle board and other panels and board",15126,2016,B,3,35,33,64909.00,63572.00,6680.00,56892.00,64909.00,66580.00,-2243.00,0.00,-12442.00,0.00,0.00
Weaving of textiles,1679,2016,A,17,703,700,453563.00,407288.00,93732.00,313556.00,415625.00,229388.00,180006.00,-19825.00,14699.00,1525.00,0.00
Repair of machinery,15407,2016,A,53,2984,2956,5480261.00,4680406.00,629321.00,4051086.00,5291425.00,3320905.00,1550510.00,8844.00,-54042.00,0.00,0.00
"Manufacture of brooms, brushes and fans",15401,2016,A,3,98,98,40084.00,34615.00,13841.00,20774.00,41976.00,21165.00,19623.00,150.00,3862.00,0.00,0.00
Manufacture of made-up textile goods for house furnishings,1585,2016,B,14,125,114,44860.00,37778.00,10862.00,26917.00,38813.00,24158.00,21602.00,0.00,2169.00,0.00,0.00
Manufacture of silverware and plated ware,15375,2016,A,14,1185,1183,779965.00,720771.00,185666.00,535106.00,749169.00,413927.00,264236.00,-30128.00,-10278.00,1168.00,0.00
Manufacture of glass containers,15205,2016,A,5,996,996,9157807.00,7898518.00,632564.00,7265954.00,8882375.00,4432626.00,2798375.00,790832.00,-32402.00,0.00,0.00
"Manufacture of other porcelain and ceramic products, n.e.c.",15214,2016,B,8,149,149,109537.00,106682.00,15169.00,91513.00,112219.00,78838.00,21609.00,910.00,8576.00,0.00,0.00
Paper and paperboard milling,15141,2016,B,16,251,251,868233.00,697553.00,45101.00,652452.00,766834.00,493700.00,264105.00,0.00,-144105.00,0.00,0.00
"Manufacture of articles for personal use, e.g. smoking pipes, combs, slides and similar articles",15395,2016,A,24,3087,3071,1556884.00,1536617.00,715042.00,821575.00,1524945.00,589409.00,835858.00,8083.00,29000.00,0.00,0.00
Manufacture of fruit and vegetable sauces (e.g. tomato sauce and paste),1513,2016,B,7,89,88,950015.00,922609.00,29871.00,892739.00,916019.00,734756.00,84999.00,0.00,-118488.00,0.00,0.00
Manufacture and assembly of motorcycles,15359,2016,A,11,3695,3695,76068754.00,57106805.00,2335309.00,54771496.00,67454680.00,36614063.00,23625380.00,448123.00,1770123.00,1270.00,0.00
"Manufacture of fiber batting, padding and upholstery filling including coir",1597,2016,B,9,94,82,47633.00,48212.00,9156.00,39056.00,36611.00,20153.00,12523.00,44.00,-12809.00,0.00,0.00
Manufacture of unprepared animal feeds from grain milling residues,1536,2016,A,13,953,946,5020302.00,4812254.00,146527.00,4665727.00,5008450.00,4306411.00,437680.00,60067.00,100916.00,0.00,0.00
Processing of seaweeds; manufacture of agar-agar or carageenan,157,2016,B,33,279,272,251793.00,215478.00,11667.00,203809.00,214407.00,152417.00,50857.00,5243.00,-287.00,0.00,0.00
Casting/foundry of iron,15236,2016,B,3,41,41,15506.00,16262.00,4974.00,11288.00,16133.00,8478.00,6483.00,0.00,-59.00,0.00,0.00
Manufacture of small arms and accessories,15247,2016,A,6,1096,1095,3233159.00,3063374.00,643297.00,2420077.00,3296870.00,2059508.00,939019.00,8497.00,333315.00,0.00,0.00
"Cutting, shaping and finishing of stone",15219,2016,B,23,292,292,89309.00,84156.00,25956.00,58200.00,78575.00,40393.00,36043.00,0.00,-8048.00,0.00,0.00
Manufacture of signs and advertising displays,15403,2016,A,10,520,520,640175.00,608218.00,73068.00,535149.00,641047.00,493397.00,135869.00,0.00,6854.00,0.00,0.00
Manufacture of prepared meals and dishes,1553,2016,B,6,58,53,127143.00,105451.00,4249.00,101202.00,127158.00,98008.00,27156.00,0.00,555.00,0.00,0.00
"Manufacture of drugs and medicines including biological products such as bacterial and virus vaccines, sera and plasma",15188,2016,A,79,12836,12814,70912288.00,52137685.00,6825901.00,45311784.00,45552604.00,20518901.00,20829884.00,1816409.00,378150.00,0.00,0.00
"Manufacture of food products, n.e.c.",1563,2016,B,149,1237,1095,446551.00,324096.00,89487.00,234609.00,389658.00,107959.00,235440.00,19787.00,-41254.00,0.00,0.00
Repair of fabricated metal products,15406,2016,A,71,3775,3734,3850283.00,3346241.00,683179.00,2663061.00,3839916.00,2193361.00,1418743.00,31091.00,84899.00,0.00,58738.00
Sugarcane milling,1544,2016,A,21,7645,7624,47939277.00,42805743.00,3431812.00,39373930.00,44828629.00,28150506.00,11282686.00,2094032.00,985752.00,0.00,0.00
Repair of fabricated metal products,15406,2016,B,271,1809,1466,896642.00,832012.00,243429.00,588583.00,896642.00,512684.00,325850.00,0.00,0.00,0.00,0.00
Manufacture of semi-conductor devices and other electronic components,15266,2016,B,11,140,139,179716.00,175243.00,36232.00,139011.00,173676.00,120164.00,43063.00,192.00,-3478.00,0.00,0.00
Manufacture of shoes made of textile materials with applied soles,15115,2016,B,4,41,36,14576.00,13713.00,3052.00,10661.00,14735.00,8807.00,5429.00,0.00,1071.00,0.00,0.00
Manufacture of rattan and cane containers,15133,2016,A,4,347,345,292759.00,242714.00,24166.00,218548.00,248414.00,168702.00,80407.00,0.00,21170.00,0.00,0.00
Manufacture of fish paste (bagoong) and fish sauce(patis),156,2016,A,15,906,900,1116479.00,1034776.00,226415.00,808361.00,1120349.00,629688.00,333885.00,128.00,7896.00,0.00,0.00
"Manufacture of cleaning preparations, except soap and detergents",15177,2016,A,5,430,430,1133389.00,1033055.00,73114.00,959942.00,1102173.00,879872.00,207222.00,6825.00,-13596.00,0.00,0.00
Manufacture of pipe fittings of iron or steel,15228,2016,B,7,61,61,40733.00,39489.00,6214.00,33275.00,41894.00,31927.00,8084.00,0.00,213.00,0.00,0.00
Building of ships and boats other than sports and pleasure boats,15355,2016,A,23,5076,5006,67922538.00,61652304.00,3238268.00,58414036.00,66620547.00,52733683.00,11245865.00,468669.00,-549462.00,0.00,0.00
"Manufacture of miscellaneous fabricated metal products, n.e.c.",15264,2016,B,84,993,753,7004734.00,6922587.00,173825.00,6748761.00,7111817.00,6546552.00,309250.00,0.00,196642.00,0.00,0.00
Manufacture of veneer sheets and plywood,15125,2016,A,28,4518,4509,14390822.00,13283254.00,600967.00,12682287.00,14522795.00,11740687.00,2167995.00,842814.00,17090.00,0.00,0.00
"Manufacture of basic chemicals, except fertilizers and nitrogen compounds, n.e.c.",15165,2016,B,17,165,165,150717.00,134556.00,24137.00,110418.00,148322.00,88376.00,47192.00,20.00,-1173.00,0.00,0.00
Manufacture of refined coconut and other vegetable oil (including corn oil) and margarine,1522,2016,B,24,246,241,2498090.00,2339131.00,81628.00,2257503.00,2298231.00,1954213.00,476763.00,0.00,139740.00,0.00,0.00
Aluminum and aluminum base alloy casting,15238,2016,B,5,56,56,19719.00,19061.00,8519.00,10542.00,18786.00,8235.00,9615.00,86.00,130.00,0.00,0.00
Manufacture of asphalt products,15220,2016,B,3,32,32,99794.00,76676.00,6524.00,70153.00,105179.00,64529.00,37766.00,1409.00,5370.00,0.00,0.00
"Manufacture of basic chemicals, except fertilizers and nitrogen compounds, n.e.c.",15165,2016,A,8,535,535,5250416.00,4268965.00,248266.00,4020698.00,5280735.00,3464641.00,1502136.00,85707.00,172237.00,0.00,97721.00
Manufacture of furniture and fixtures of metal,15372,2016,A,41,2339,2339,2807760.00,2606423.00,524256.00,2082168.00,2654059.00,1565751.00,753240.00,23565.00,-17680.00,734.00,0.00
"Forging, pressing, stamping and roll-forming of metal products",15249,2016,A,63,7214,7210,19669491.00,19082802.00,2040207.00,17042595.00,19323987.00,14413479.00,3723362.00,202133.00,9346.00,0.00,0.00
Production processing and preserving of meat and meat products,152,2016,B,90,1515,1427,7051637.00,5576055.00,223355.00,5352700.00,7037424.00,5251562.00,1782904.00,0.00,83349.00,0.00,0.00
Manufacture of refractory products,15208,2016,B,13,110,108,60635.00,55321.00,8363.00,46958.00,62081.00,24843.00,17833.00,0.00,1739.00,0.00,0.00
Custom dressmaking,15105,2016,B,283,2842,2710,700396.00,597690.00,185854.00,411835.00,710482.00,361168.00,312956.00,-300.00,43858.00,0.00,0.00
Manufacture of other builders' carpentry and joinery; millworking,15128,2016,B,72,411,319,146710.00,120863.00,34043.00,86820.00,141464.00,67627.00,63679.00,-14520.00,242.00,0.00,0.00
"Manufacture of other architectural and related metal work (e.g., doors, windows, shutters, gates, etc.)",15243,2016,B,214,2772,2344,4726944.00,4544581.00,364033.00,4180548.00,4666182.00,3747479.00,667123.00,67648.00,34312.00,0.00,0.00
Manufacture of starches and starch products,1539,2016,B,8,76,54,296582.00,288710.00,22119.00,266591.00,296581.00,226594.00,68623.00,0.00,-332.00,0.00,0.00
Manufacture of plastic pipes and tubes,15198,2016,B,28,404,404,1941851.00,1626830.00,83959.00,1542871.00,1933177.00,1473147.00,418925.00,0.00,49763.00,0.00,0.00
Manufacture of plastic pipes and tubes,15198,2016,A,41,3660,3645,12415521.00,10514476.00,884919.00,9629557.00,12520484.00,8644365.00,3152898.00,167731.00,299173.00,0.00,0.00
Curing and redrying tobacco leaves,1577,2016,A,3,1816,1816,4297457.00,4121066.00,221309.00,3899757.00,3847962.00,3051047.00,520276.00,-869.00,-326277.00,0.00,0.00
"Manufacture of glass and glass products, n.e.c.",15207,2016,B,28,365,349,640488.00,608981.00,49575.00,559406.00,641151.00,516577.00,107645.00,3395.00,154367.00,0.00,0.00
"Manufacture of other rubber products, n.e.c.",15194,2016,B,20,140,126,133823.00,122180.00,13375.00,108805.00,140289.00,102639.00,32128.00,0.00,666.00,0.00,0.00
"Manufacture of industrial and other molded rubber products, excluding tires and tubes",15193,2016,B,46,566,564,972438.00,956246.00,95975.00,860272.00,985113.00,822801.00,133302.00,0.00,56840.00,0.00,0.00
Zinc and zinc alloy casting,15240,2016,A,5,684,684,1118996.00,1065885.00,186544.00,879342.00,1109012.00,737291.00,245767.00,51708.00,-8597.00,0.00,0.00
Manufacture of imitation of jewelry and related articles,15377,2016,B,9,115,112,70543.00,66269.00,14855.00,51414.00,70343.00,46725.00,20248.00,862.00,-830.00,0.00,0.00
Manufacture of chocolate and cocoa products including chocolate candies,1548,2016,B,6,72,57,28691.00,32898.00,5848.00,27050.00,42571.00,39969.00,706.00,0.00,11802.00,0.00,0.00
Manufacture of hand-made paper,15142,2016,A,5,735,732,91077.00,96872.00,31199.00,65673.00,93300.00,47986.00,29421.00,0.00,1135.00,0.00,0.00
Canning/packing and preserving of fruits and fruit juices,1511,2016,A,36,10962,10941,28402343.00,24972021.00,3051432.00,21920590.00,28037344.00,16838180.00,7551405.00,367672.00,503199.00,0.00,0.00
"Manufacture of structural steel products and metal components of bridges, smoke stacks and buildings",15242,2016,B,37,481,467,638242.00,671905.00,165325.00,506581.00,638242.00,420003.00,158471.00,0.00,5262.00,0.00,0.00
"Manufacture of plastic products, n.e.c.",16198,2016,A,88,6710,6703,11489548.00,10538685.00,1304201.00,9234484.00,11376770.00,8097758.00,2719262.00,560660.00,221926.00,0.00,0.00
Manufacture of lighting sets used for christmas trees and the like,15295,2016,A,3,567,567,396981.00,390775.00,27234.00,363541.00,396965.00,337703.00,45434.00,0.00,-3.00,0.00,0.00
Manufacture of activated carbon,15184,2016,A,4,292,292,2350649.00,2305494.00,126519.00,2178975.00,2218715.00,1777415.00,317549.00,27026.00,28316.00,0.00,0.00
"Manufacture of macaroni, noodles, couscous and similar farinaceous products",1552,2016,B,75,795,666,190137.00,165075.00,30785.00,134290.00,174039.00,107577.00,60400.00,0.00,5028.00,0.00,0.00
Manufacture of other articles of paperboard,15148,2016,B,7,41,40,56993.00,44194.00,6661.00,37533.00,45804.00,23299.00,21586.00,0.00,307.00,0.00,0.00
"Operation of steel works and rolling mills, n.e.c.",15230,2016,B,16,118,118,249693.00,257340.00,37312.00,220027.00,236969.00,171480.00,38937.00,30043.00,25022.00,0.00,0.00
Parts and accessories for the machine tools classified in this group,15335,2016,A,5,538,538,706176.00,782687.00,210190.00,572498.00,717049.00,443349.00,191274.00,10773.00,17001.00,0.00,0.00
Manufacture of refrigerating or freezing equipment for commercial purposes,15323,2016,A,5,352,352,3940325.00,3410385.00,249522.00,3160862.00,3944324.00,2748638.00,875274.00,10167.00,121168.00,0.00,0.00
Manufacture of rough lumber,15121,2016,A,20,1266,1256,1752640.00,1517286.00,187342.00,1329944.00,1781538.00,1136667.00,621441.00,1158.00,6908.00,0.00,0.00
"Manufacture of carpets and rugs, except mats of textile materials",1588,2016,A,9,572,556,576929.00,554331.00,83780.00,470551.00,577006.00,417760.00,125576.00,4751.00,13411.00,0.00,0.00
"Manufacture of other plastic, industrial /office/school supplies",15199,2016,A,52,7731,7722,12286977.00,11242561.00,1933078.00,9309483.00,11352991.00,6733492.00,3792793.00,369368.00,-613489.00,66242.00,0.00
"Manufacture of rattan furniture (reed, wicker, and cane)",15368,2016,A,18,1475,1475,1353797.00,1172327.00,225466.00,946861.00,1277770.00,755345.00,473045.00,667.00,-34539.00,0.00,0.00
Manufacture of consumer electronics,15269,2016,A,24,11998,11994,60195730.00,49430132.00,2061350.00,47368782.00,61752706.00,46508211.00,14066446.00,210513.00,1911735.00,0.00,0.00
Repair of other equipment,16411,2016,A,3,186,184,23029.00,22181.00,13535.00,8647.00,22220.00,4738.00,15096.00,0.00,0.00,0.00,0.00
Manufacture of other electronic and electric wires and cables,15290,2016,A,30,7458,7364,28494016.00,27649692.00,2158644.00,25491047.00,28132604.00,22229899.00,4237147.00,934283.00,362278.00,0.00,0.00
Manufacture of canvas products,1586,2016,A,17,3563,3543,1534579.00,1550419.00,856246.00,694173.00,1461401.00,468376.00,897792.00,0.00,-36760.00,0.00,0.00
"Manufacture of tanks, reservoirs and containers of metal",15245,2016,A,17,1854,1854,3753445.00,3593810.00,561210.00,3032600.00,3733802.00,2446390.00,816437.00,67439.00,-15847.00,0.00,0.00
Manufacture of refined coconut and other vegetable oil (including corn oil) and margarine,1522,2016,A,36,3798,3796,47734472.00,46724178.00,738730.00,45985448.00,47898712.00,43766829.00,2928125.00,262221.00,889849.00,0.00,0.00
Operation of rolling mills,15226,2016,B,26,346,332,1585046.00,1550518.00,68350.00,1482167.00,1529406.00,1383266.00,126218.00,2605.00,-130967.00,0.00,0.00
Manufacture of dolls and doll garments,15384,2016,A,4,439,439,130599.00,110419.00,45149.00,65269.00,126060.00,46197.00,63825.00,0.00,7633.00,0.00,0.00
Manufacture of popcorn and poprice,1650,2016,A,9,2373,2373,3033239.00,2893627.00,390833.00,2502794.00,3006580.00,2125646.00,633944.00,89527.00,-2648.00,0.00,0.00
"Manufacture of wooden window and door screens, shades and venetian blinds",15127,2016,A,5,544,544,768571.00,694061.00,99239.00,594822.00,749505.00,464473.00,205830.00,8233.00,-4082.00,0.00,0.00
"Manufacture of buttons, except plastic",15400,2016,A,4,304,304,158378.00,152356.00,53084.00,99272.00,164866.00,83951.00,66482.00,4635.00,23683.00,0.00,0.00
"Manufacture of bearings, gears and driving elements",15312,2016,A,6,909,909,1812132.00,1880431.00,263320.00,1617111.00,1708282.00,1297223.00,319341.00,7454.00,-38267.00,0.00,0.00
Manufacture of plastic furniture,15371,2016,A,12,791,789,2678248.00,2603411.00,173476.00,2429935.00,2667404.00,2245704.00,382333.00,4557.00,-15480.00,0.00,0.00
Manufacture of machine tools for working metal,15333,2016,A,7,567,567,1448011.00,1309690.00,154776.00,1154914.00,1251017.00,914377.00,294210.00,26578.00,6241.00,0.00,0.00
"Manufacture of snack products such as corn curls, wheat crunchies and similar products",1543,2016,B,51,497,487,182561.00,146265.00,20895.00,125370.00,192032.00,118024.00,62385.00,0.00,19025.00,0.00,0.00
"Manufacture of partitions, shelves, lockers and office and store fixtures",15370,2016,B,14,260,260,343630.00,321947.00,42435.00,279512.00,317639.00,230149.00,75956.00,2722.00,-1299.00,0.00,0.00
Manufacture of canvas products,1586,2016,B,12,56,46,28392.00,25470.00,5532.00,19938.00,28239.00,16734.00,9004.00,0.00,170.00,0.00,0.00
"Manufacture of cordage, rope, and twine",1590,2016,A,8,963,963,1323084.00,1285905.00,221802.00,1064103.00,1282808.00,957402.00,290078.00,2197.00,-68889.00,0.00,0.00
Manufacture of plastic furniture,15371,2016,B,9,131,131,260294.00,248249.00,28178.00,220071.00,252309.00,192058.00,58307.00,0.00,-50997.00,0.00,0.00
Manufacture of desiccated coconut,1519,2016,A,15,8407,8407,21068570.00,20610545.00,1911961.00,18698584.00,21031302.00,16810432.00,3091930.00,1009311.00,346775.00,0.00,0.00
"Manufacture of domestic appliances, n.e.c.",15301,2016,A,8,1313,1312,12646350.00,12278484.00,694593.00,11583891.00,10870132.00,7899752.00,1148972.00,92889.00,69413.00,0.00,0.00
Wood preserving and drying,15123,2016,B,4,26,26,88786.00,63377.00,2134.00,61243.00,88213.00,51619.00,30631.00,0.00,-3725.00,131.00,0.00
Manufacture of box beds and mattresses,15369,2016,A,22,3032,3030,7819753.00,7349372.00,399332.00,6950039.00,7280960.00,5985000.00,1075662.00,59836.00,-187534.00,0.00,0.00
"Manufacture other products of bamboo, cane, rattan and the like, and plaiting materials except furniture, n.e.c.",15137,2016,B,38,278,268,63191.00,60947.00,21262.00,39685.00,64289.00,39158.00,24555.00,0.00,1786.00,0.00,0.00
"Manufacture of slippers and sandals, other than rubber",15118,2016,B,32,376,308,31135.00,24888.00,8306.00,16582.00,32126.00,15771.00,15471.00,0.00,2052.00,0.00,0.00
Manufacture of fiber optic cables,15289,2016,A,3,392,392,686434.00,660736.00,156838.00,503899.00,692587.00,383667.00,204177.00,0.00,-17127.00,0.00,0.00
Repair of electrical equipment,15409,2016,B,4,35,35,55579.00,31240.00,13077.00,18163.00,55579.00,11780.00,38972.00,0.00,171.00,0.00,0.00
Fruit wine manufacturing,1566,2016,B,8,61,54,11633.00,15856.00,8683.00,7173.00,12460.00,5422.00,6068.00,0.00,613.00,0.00,0.00
Manufacture of prepared meals and dishes,1553,2016,A,4,229,229,380647.00,365851.00,55635.00,310217.00,447118.00,275901.00,139877.00,51082.00,53513.00,0.00,0.00
Processing of fresh milk and cream,1525,2016,B,10,64,64,98570.00,88722.00,10146.00,78576.00,97036.00,74068.00,21800.00,1546.00,363.00,0.00,0.00
Manufacture of metal containers used for the packing or conveyance of goods,15257,2016,A,33,3670,3656,16586303.00,16212506.00,1100344.00,15112162.00,16210403.00,13420130.00,2168020.00,142362.00,-750344.00,0.00,0.00
Manufacture of writing and drawing ink,15182,2016,A,4,277,277,365679.00,339983.00,50834.00,289149.00,373977.00,227093.00,89922.00,123.00,8634.00,0.00,0.00
"Manufacture of gas or electric welding, brazing or soldering machines",15328,2016,A,11,833,833,3288050.00,2674325.00,321347.00,2352977.00,2951331.00,1714656.00,1047501.00,69018.00,89985.00,0.00,0.00
Aluminum and aluminum base alloy casting,15238,2016,A,14,1491,1491,3051295.00,2669686.00,431925.00,2237762.00,3058952.00,1975923.00,913795.00,21494.00,77965.00,0.00,0.00
Manufacture of fish paste (bagoong) and fish sauce(patis),156,2016,B,24,352,352,110150.00,99215.00,31793.00,67423.00,105273.00,58483.00,43341.00,0.00,50.00,0.00,0.00
Women's and girls' and babies' garment manufacturing,15100,2016,B,214,2813,2692,1054926.00,939271.00,213962.00,725309.00,1065459.00,607180.00,362938.00,12558.00,76274.00,0.00,0.00
Manufacture of watches and clocks of all kinds including cases of precious metals,15277,2016,A,3,2127,2127,1020758.00,979031.00,598867.00,380165.00,1018916.00,208200.00,692756.00,27389.00,6366.00,0.00,0.00
"Manufacture of macaroni, noodles, couscous and similar farinaceous products",1552,2016,A,69,8037,8023,56287182.00,50605908.00,4772027.00,45833881.00,54767909.00,35092055.00,11126330.00,914564.00,1671998.00,0.00,0.00
Manufacture of machinery for working rubber or plastic or for the manufacture of products of these materials,15346,2016,A,3,264,264,398318.00,376300.00,30599.00,345702.00,401409.00,309953.00,72171.00,12055.00,2727.00,0.00,0.00
Manufacture of nata de coco,1520,2016,A,8,538,538,903282.00,834437.00,68707.00,765730.00,882293.00,712046.00,147151.00,2459.00,-15728.00,0.00,0.00
Canning/packing of fish and other marine products,153,2016,A,48,10892,10878,25079777.00,23759929.00,1489804.00,22270125.00,24765481.00,19180889.00,3600536.00,170007.00,-122367.00,0.00,0.00
Manufacture of paints,15170,2016,A,32,2673,2671,24418753.00,11083191.00,1019668.00,10063523.00,23749903.00,7675805.00,14905349.00,165428.00,12853.00,0.00,0.00
Manufacture of flavoring extracts and food coloring,1560,2016,B,6,115,115,220586.00,187127.00,14588.00,172539.00,221928.00,165729.00,52305.00,53.00,18857.00,0.00,0.00
Manufacture of semi-conductor devices and other electronic components,15266,2016,A,148,150047,149997,466450252.00,367761244.00,52713219.00,315048025.00,468250403.00,254417600.00,194144220.00,47112999.00,10598526.00,274018.00,0.00
"Manufacture of glass and glass products, n.e.c.",15207,2016,A,15,1044,1044,1739097.00,1568843.00,165475.00,1403368.00,1724362.00,1248996.00,379995.00,0.00,6482.00,0.00,0.00
"Manufacture of appliance cords, extension cords, and other electrical cord",15304,2016,B,9,107,103,165264.00,153172.00,21253.00,131920.00,173833.00,130253.00,39123.00,1134.00,8052.00,0.00,0.00
"Processing and preserving of fruits and vegetables, n.e.c.",1517,2016,A,8,403,391,907099.00,896671.00,58262.00,838408.00,905144.00,735952.00,125203.00,20323.00,-22337.00,0.00,0.00
"Manufacture of plastic window and door screen, shades and venetian blinds",15202,2016,A,12,694,694,1542597.00,1469599.00,143752.00,1325847.00,1619128.00,1279281.00,276639.00,77954.00,90172.00,0.00,0.00
"Repair of transport equipment, except motor vehicles, n.e.c.",15412,2016,A,5,2938,2934,10583488.00,9324023.00,2657673.00,6666350.00,10889164.00,4728048.00,5029120.00,871624.00,62618.00,0.00,0.00
Manufacture of pigments and other coloring matter of a kind used in the manufacture of paints or by artists or other painters,15173,2016,B,3,15,12,28947.00,28069.00,3746.00,24322.00,28439.00,19152.00,6286.00,1693.00,3504.00,0.00,0.00
Manufacture of popcorn and poprice,1650,2016,B,7,74,64,12716.00,9842.00,3462.00,6380.00,12717.00,5627.00,6613.00,1000.00,-386.00,0.00,0.00
"Manufacture of fans intended for industrial applications, exhaust hoods for commercial, laboratory or industrial use",15327,2016,A,5,259,259,459142.00,368262.00,69016.00,299246.00,458898.00,265813.00,172304.00,0.00,34141.00,0.00,0.00
Manufacture of household and personal hygiene paper and cellulose wadding products,15145,2016,A,16,2185,2181,3711302.00,3606058.00,217045.00,3389013.00,3438531.00,2595259.00,494945.00,15925.00,-274741.00,0.00,0.00
"Manufacture of other beverages, n.e.c.",1573,2016,B,3,44,44,9331.00,10104.00,3066.00,7038.00,9232.00,5005.00,2921.00,233.00,2245.00,0.00,0.00
Manufacture of pesticides and other agro-chemical products,15169,2016,A,9,1071,1071,4553356.00,4035708.00,336136.00,3699572.00,3840293.00,2369199.00,1078776.00,45690.00,-414179.00,0.00,0.00
Manufacture of candles,15396,2016,A,4,146,144,312142.00,292038.00,17019.00,275020.00,325314.00,279508.00,41340.00,783.00,13655.00,0.00,0.00
"Manufacture of structural metal products, n.e.c.",15244,2016,A,40,2677,2675,11390516.00,10023730.00,723592.00,9300139.00,9657843.00,6961780.00,2465427.00,87192.00,197134.00,0.00,0.00
Manufacture of wood carvings,15130,2016,B,95,1449,1326,1697095.00,1646034.00,133298.00,1512736.00,1697238.00,1156360.00,202464.00,6418.00,-119472.00,0.00,0.00
"Manufacture of other products of wood; manufacture of articles of cork and plaiting materials, except furniture, n.e.c.",16136,2016,A,11,878,878,525446.00,461297.00,122823.00,338474.00,468308.00,249925.00,227536.00,6834.00,22407.00,0.00,0.00
"Processing and preserving of fruits and vegetables, n.e.c.",1517,2016,B,10,115,90,35207.00,32545.00,8717.00,23827.00,35409.00,23744.00,11547.00,0.00,182.00,0.00,0.00
Manufacture of optical instruments and lenses,15279,2016,A,20,6785,6780,15007298.00,13506203.00,2046220.00,11459983.00,14738246.00,10134866.00,4115191.00,248157.00,-345042.00,0.00,0.00
"Manufacture of hats, gloves, handkerchiefs, neckwear and belts regardless of material",15102,2016,A,25,4034,4028,2172106.00,1989849.00,639883.00,1349966.00,2154364.00,1092836.00,889692.00,5906.00,-351331.00,49867.00,0.00
Manufacture of domestic electric fans,15296,2016,B,12,101,100,654895.00,571667.00,30209.00,541458.00,655394.00,439752.00,123958.00,2841.00,10156.00,0.00,0.00
Smoking of fish and other marine products,155,2016,B,19,201,98,463537.00,340105.00,7936.00,332170.00,478586.00,324875.00,144055.00,0.00,40523.00,0.00,0.00
"Manufacture of aluminum window and door screens, shades and venetian blinds",15263,2016,A,10,1421,1421,2436890.00,2356444.00,370524.00,1985920.00,2416603.00,1649871.00,560022.00,3898.00,-144544.00,0.00,0.00
"Baking of bread, cakes, pastries, pies and similar 'perishable' bakery products, including hopia and doughnut making",1540,2016,A,398,30379,30293,58202332.00,52290523.00,7474273.00,44816250.00,56164193.00,35045023.00,15270679.00,1717514.00,956474.00,0.00,0.00
"Manufacture of other furniture and fixtures, n.e.c.",15373,2016,A,13,1175,1174,2643669.00,2372618.00,388656.00,1983962.00,2515642.00,1648732.00,707682.00,24356.00,430.00,0.00,0.00
Manufacture of bottled water,1571,2016,B,3346,15880,10046,1700880.00,1500608.00,426252.00,1074356.00,1623058.00,726101.00,706259.00,5018.00,6813.00,0.00,0.00
"Manufacture of products of leather and imitation leather, n.e.c.",16110,2016,A,10,1316,1316,13163143.00,10216561.00,461040.00,9755521.00,13007154.00,8889375.00,3840095.00,297065.00,255313.00,0.00,0.00
"Manufacture of medical, surgical, dental furniture and fixtures",15388,2016,B,9,79,79,103888.00,106630.00,13408.00,93222.00,103888.00,75431.00,16244.00,3363.00,940.00,0.00,0.00
Manufacture of dolls and doll garments,15384,2016,B,3,33,33,39485.00,39018.00,6416.00,32602.00,26726.00,16855.00,7839.00,0.00,-15665.00,0.00,0.00
Manufacture of jewelry made of precious and semi-precious stones,15374,2016,A,13,1681,1670,1292551.00,1171294.00,264863.00,906431.00,1240377.00,736444.00,427384.00,3657.00,5097.00,0.00,0.00
Manufacture of signs and advertising displays,15403,2016,B,24,248,248,135262.00,127638.00,18944.00,108694.00,135261.00,99257.00,30405.00,0.00,2417.00,0.00,0.00
Manufacture of computers and peripheral equipment and accessories,15267,2016,B,4,45,43,116188.00,105098.00,20932.00,84165.00,117363.00,63434.00,42513.00,0.00,12097.00,0.00,0.00
"Manufacture of chewing and smoking tobacco, snuff",1576,2016,A,5,920,920,3080558.00,2585562.00,95754.00,2489808.00,2946682.00,2130085.00,706636.00,-304.00,-9784.00,0.00,0.00
"Manufacture of plastic products, n.e.c.",16198,2016,B,78,840,792,998164.00,982164.00,129955.00,852209.00,1013597.00,828262.00,162920.00,0.00,41304.00,0.00,0.00
Manufacture of air and spacecraft and related machinery,15358,2016,A,9,1610,1601,11208620.00,6097411.00,1844959.00,4252452.00,12261361.00,5051598.00,7101829.00,3463.00,5077275.00,0.00,0.00
Custom tailoring,15104,2016,B,507,2459,1793,355583.00,290747.00,90112.00,200636.00,354834.00,161705.00,164936.00,167.00,-17501.00,0.00,0.00
"Manufacture of drinks flavored with fruit juices, syrups or other materials",1570,2016,A,13,1060,1060,5540862.00,4958058.00,802029.00,4156028.00,5439383.00,2935479.00,1895168.00,558339.00,-312465.00,3559.00,0.00
Manufacture of leather shoes,15112,2016,A,39,3691,3688,2403975.00,2395478.00,684267.00,1711210.00,2416902.00,1440360.00,820691.00,4965.00,16252.00,0.00,0.00
